product_manufacturing_country,product_price_usd,warranty_period_months,customer_review_count,customer_average_rating,material_quality_score,supplier_reliability_rating,product_age_days,market_demand_index,predicted_return_rate_percent,predicted_defect_probability_percent
USA,117.77228429316305,31.0,3648.0,2.4991477712890395,1.0,2.8960929760200966,425.0,66.0,71.02106211284226,41.96069648307794
Mexico,14.48278250575825,39.0,426.0,3.769067948752825,4.0,1.2048167489863328,1161.0,66.0,81.77060726784207,46.76019231275395
Vietnam,343.44968789386405,25.0,4859.0,3.6922085770032447,1.0,3.688421769516179,144.0,56.0,52.430278433970095,27.86695953422632
Vietnam,66.27843966258722,30.0,3881.0,4.35471593822732,1.0,4.455749554340535,1333.0,15.0,42.64719097599821,5.393180010112728
India,130.6895599677385,43.0,1884.0,1.5300830432340735,5.0,4.662692230512522,975.0,44.0,78.67505470115724,43.32808555329907
Vietnam,159.7862147059991,18.0,311.0,2.291424105620065,4.0,2.310053464093998,835.0,89.0,68.83903284080891,56.63864626234537
China,375.9330252225253,41.0,4452.0,4.011392507325613,1.0,4.159444603996908,1019.0,60.0,41.6877344709211,16.223435452994007
USA,316.6869872221393,53.0,1177.0,1.9949709689849073,1.0,3.784209212292541,569.0,61.0,76.29912455888223,46.28678664462096
USA,100.29006389765613,33.0,3356.0,3.14836224276095,2.0,4.541689193943853,1004.0,77.0,60.212026896983325,16.277821994640714
USA,302.96502720367346,46.0,1698.0,1.5491152201174203,1.0,3.8406332620246615,462.0,5.0,79.48771889897407,58.23153333585602
Mexico,356.9925176041998,48.0,1060.0,1.6281449429942496,3.0,4.312643746587738,998.0,50.0,73.12223415090523,49.85408223412043
Germany,200.55962936718402,59.0,4873.0,2.023887488239092,3.0,2.3744929943352586,1398.0,23.0,87.12450858660185,64.71004372384128
Mexico,130.5169278736475,5.0,4804.0,2.175879044249134,4.0,2.681701935023217,497.0,91.0,50.60428009649828,59.755222155815616
China,342.7015587282467,59.0,2013.0,1.1671260379789437,4.0,1.4312689023478877,476.0,60.0,100.0,77.88605609463978
Germany,309.33668806933366,34.0,113.0,4.423408307894644,1.0,3.4131395184993334,1377.0,17.0,48.018552023730535,21.433206372251256
Vietnam,48.17695765070186,10.0,3.0,1.1757092753173204,2.0,1.0207903320954972,1194.0,38.0,89.53677589645848,86.92648057023555
Mexico,336.67302371453957,59.0,710.0,4.051153474342081,2.0,1.7490471783338557,409.0,36.0,70.4327567596769,42.64120969011611
Germany,249.37378708929634,36.0,4853.0,2.1479333271438312,4.0,3.7265090110165064,250.0,14.0,74.24540021563718,56.08411845624311
Vietnam,379.15078891908644,21.0,638.0,2.5936690417882255,2.0,4.571363479268197,839.0,43.0,61.58449367525891,32.907657180157756
Germany,103.45159552111514,12.0,2492.0,3.3118626958617954,3.0,4.102905882729867,1217.0,92.0,48.15674965351636,25.125380703190064
Vietnam,136.52604477167444,15.0,467.0,1.8989126320476486,2.0,3.0785275004926373,1077.0,59.0,63.97381919834373,45.94984886679
Germany,276.22324215778536,25.0,1883.0,1.306905337172747,4.0,4.693935554054316,87.0,69.0,67.46083578910708,58.45179973399548
Mexico,246.04942866717758,21.0,2694.0,4.828449704984451,5.0,3.3641262081825447,1084.0,87.0,37.78978021141053,11.958630760677844
Mexico,199.31903181768334,59.0,4042.0,4.313069250688523,1.0,1.466474060174665,849.0,7.0,72.58955005856104,34.51967982635995
China,375.55632407059653,41.0,3772.0,4.037503428131043,,2.445167500900756,465.0,46.0,63.39896818933834,28.257196356621673
India,286.72826617785836,12.0,1735.0,3.137997438906976,3.0,4.403283195355769,712.0,77.0,46.147355734041,26.6827669260543
USA,358.0332084081181,22.0,2610.0,3.550570813385529,4.0,4.661968458607727,461.0,85.0,49.2568415970779,16.347839422142293
Mexico,85.0949315363667,31.0,2549.0,4.457450269230481,5.0,4.6029991799349155,588.0,1.0,32.42472986623438,0.0
Mexico,367.20426462131326,22.0,2078.0,2.55549428770507,3.0,0.6887881279758121,1140.0,78.0,73.73259119531467,69.46440998327287
Vietnam,236.148772969143,42.0,4266.0,1.4183415457656325,2.0,3.3995601789942147,442.0,25.0,76.89229532110099,64.2580285576399
India,26.546288485447644,31.0,1111.0,4.3638472300168,2.0,2.7424189370624643,333.0,37.0,52.69786400270693,13.755608696159552
Mexico,124.90086145828457,47.0,4549.0,1.2509705198578653,3.0,2.4997658584764864,591.0,4.0,99.02089840517804,71.36136277879558
Germany,22.62063195288321,37.0,778.0,4.674292159131467,2.0,0.8401433224407262,1380.0,67.0,55.85593157089659,31.639487884431457
India,233.86851577561143,27.0,2736.0,3.887721471774327,5.0,2.2196175986109794,832.0,54.0,51.83869299753894,25.04678132686336
USA,169.68108267199185,32.0,2575.0,2.78172609477232,4.0,2.5942948599299984,90.0,48.0,79.12965228345043,40.68996901649549
Germany,493.85028435749314,39.0,2476.0,3.461437589599769,2.0,1.860784969641581,704.0,46.0,64.16012352924471,53.956825112389275
,435.56701730886294,25.0,3782.0,3.140141382119895,2.0,4.004556510756539,604.0,89.0,61.39649400928126,40.775957284554664
China,414.5787215681432,29.0,1251.0,2.6062613747941183,5.0,1.4245143720911635,780.0,9.0,71.05968246473108,66.32719234692719
Germany,255.54710902531028,51.0,1357.0,1.5142006681164881,1.0,2.183768593534041,82.0,62.0,97.72268308289686,70.87899659077613
USA,405.47287468187574,16.0,3591.0,4.233349699216563,1.0,2.8165210050560177,746.0,82.0,38.91071951310971,26.08753458401103
Germany,140.76612725675005,41.0,779.0,3.350993090051429,2.0,2.911305741334894,84.0,31.0,73.36253230001076,31.807565033626283
India,284.7182392447972,28.0,2903.0,3.8101415187379377,2.0,1.185463356992765,22.0,55.0,71.03863908545685,38.175212849258784
India,202.5298500465109,1.0,60.0,1.8336926236240294,4.0,0.8089384247875321,1049.0,21.0,70.12078808953868,80.77901198820231
USA,93.95753664613756,50.0,1957.0,1.8052040437401131,2.0,4.450315833259186,220.0,15.0,77.06803980510611,43.08560081044605
India,45.580581370517976,37.0,4748.0,4.355963241111976,1.0,1.0575482626275552,519.0,33.0,65.91446031420554,28.089750282593073
Germany,283.52700765609126,33.0,19.0,3.1894110006028145,2.0,3.4048418911653697,1134.0,7.0,62.699978358070375,28.916169009738763
China,57.84317609130101,49.0,1889.0,2.8114308236868215,3.0,3.7277552895580697,728.0,64.0,70.98042123770742,34.62656722980183
Germany,361.8215173761314,45.0,4477.0,1.3730582093398378,5.0,4.0533604205186515,359.0,47.0,87.44997924979205,60.501041901730154
China,461.51955457581636,37.0,1726.0,2.704757887822044,3.0,0.9198602016001458,1340.0,28.0,87.38020412928562,60.63347065568712
India,89.43199375866485,11.0,4967.0,3.8143154381704956,2.0,1.8436953483288265,899.0,94.0,48.31254198898261,27.327154071324962
Germany,240.75990347001184,51.0,4073.0,1.4145372299361672,1.0,1.3860101236163567,1090.0,36.0,100.0,75.32326909425564
India,371.9995505993143,20.0,4958.0,1.1167103683974298,3.0,0.7150626437152038,60.0,98.0,92.79852289629365,95.97655675248643
China,150.55143390618315,26.0,1655.0,3.2126741751238947,4.0,3.309377852441385,1197.0,86.0,52.03087897570931,38.357284590143465
India,461.17461462013927,39.0,4678.0,2.2646093847412323,1.0,1.177261099969922,1432.0,1.0,,68.45347436889789
Mexico,445.3481238462563,2.0,4796.0,4.6239437328836726,4.0,1.348495223878324,1236.0,9.0,44.07472335798387,35.32168543487366
Vietnam,60.8396343075422,36.0,1012.0,3.370244774423512,2.0,2.44183425802607,964.0,0.0,71.63962569293945,32.42876456640555
Germany,23.42588805060167,48.0,1210.0,2.201796484293853,1.0,1.0301902645562195,1008.0,74.0,92.99945030156007,67.29868995399107
Mexico,488.4646566599069,25.0,3247.0,2.2556350187720406,1.0,3.334153040374343,1033.0,97.0,59.430806493722784,52.29827665655746
India,478.67276213785425,51.0,2576.0,1.5163064741468926,3.0,4.010151382675948,809.0,25.0,89.18306300334427,65.12804112718156
India,216.91994618832197,4.0,819.0,2.7505462998692587,3.0,3.2298289869169037,9.0,30.0,51.085833022198784,42.06232166908728
Vietnam,34.77602881192648,45.0,1074.0,1.2737213088972097,5.0,2.4022277929280538,361.0,5.0,94.5429299496589,60.72905075899926
India,313.2490208455537,19.0,4695.0,2.762610867361296,3.0,4.238163703972953,298.0,35.0,44.10403574263459,27.217906005918138
Vietnam,153.77095262044156,59.0,2744.0,1.4820433504604371,3.0,4.155527744619959,1158.0,67.0,91.58868268839238,46.46426698228896
Germany,468.9942635812716,45.0,2958.0,3.7086965323082905,4.0,4.593355226015845,970.0,92.0,60.824646881620104,26.685019297253334
China,399.38434327660866,40.0,4180.0,3.6043440733653993,3.0,4.573714303521202,855.0,29.0,51.616333679114625,15.64775964265564
Vietnam,328.30095422538733,7.0,2660.0,4.353363033671595,3.0,4.141795837531115,479.0,87.0,21.610515539919056,11.674606096495372
Vietnam,149.40688528162897,42.0,3405.0,4.689630662953775,4.0,3.043248927236744,83.0,13.0,44.15103666986869,20.384469400058514
Mexico,353.6216039264416,27.0,641.0,3.6156025741094706,2.0,0.5709710466210975,1164.0,50.0,64.46115781496384,57.9945267862223
India,151.69245071201,28.0,4312.0,1.617140801919052,4.0,3.7662226089040747,537.0,76.0,70.02644426990534,49.09709098029072
Germany,28.439182234419263,49.0,794.0,3.0330970745802386,2.0,2.672339934399291,759.0,91.0,76.78082488737566,31.97370565706492
China,259.13294793393425,40.0,2676.0,4.764738687889107,5.0,0.885216058701577,206.0,28.0,70.95630406445191,36.36840836734392
USA,249.45542694645857,1.0,4658.0,1.7971017949714092,5.0,3.783034976173322,741.0,14.0,64.77922676023528,65.39734568101233
Vietnam,383.8729267828544,53.0,4773.0,2.557346162189298,4.0,2.3451251254162773,141.0,5.0,95.44978148113866,53.793794451004366
USA,434.1802023536779,1.0,1042.0,3.9922189545863573,5.0,2.121100169546769,1307.0,41.0,51.90242208202582,31.531485782691806
India,183.6895594601884,37.0,4713.0,4.053131635602117,3.0,4.135733272265884,336.0,69.0,45.732426749271234,20.442367981844022
Vietnam,230.24177499979876,37.0,3055.0,4.797591812592312,4.0,1.8154753028395738,1182.0,65.0,52.94630774891615,28.329495359620864
USA,240.4962056258188,42.0,157.0,1.9886700070025949,2.0,1.7123853553019992,475.0,40.0,93.3214872612398,62.40805140444479
Mexico,168.8698013424659,22.0,4592.0,4.433200741669614,4.0,1.5662538421691412,1403.0,49.0,53.72757046866079,27.6161927777545
USA,374.25959257634327,9.0,1868.0,1.210032036438533,1.0,1.6373333425404717,1198.0,22.0,82.45893991873781,83.64642679402378
Mexico,265.8295807510867,44.0,1946.0,1.5831904843079427,5.0,3.0343007053075124,667.0,27.0,96.5036841978744,62.02172726993639
China,457.83832945043355,52.0,4242.0,4.7721554200472855,5.0,4.153345197866061,301.0,27.0,44.659230150951764,19.69655951991566
India,328.6522782288372,27.0,484.0,4.523014226277937,5.0,4.820820002922322,964.0,65.0,40.19808170636585,0.0
Germany,113.82931385804648,18.0,3496.0,1.2437432576295007,4.0,0.537814621229429,79.0,60.0,81.10457551767615,90.83006804226741
USA,90.75623788604783,27.0,270.0,1.2705129723511046,2.0,1.5082043834012686,953.0,36.0,92.10955569461846,74.85991999540248
Vietnam,192.46832557898313,30.0,2403.0,2.4076785968819587,5.0,2.596226167759148,1299.0,2.0,73.38561721879411,46.82361559131611
India,179.99400472591688,1.0,4896.0,2.599917173234888,4.0,4.949559384153361,538.0,68.0,44.60824812090578,34.046710404047225
USA,209.49459418263,28.0,641.0,2.8713192955245788,4.0,4.388279663759484,747.0,75.0,48.68915223787355,29.830348887833267
Vietnam,99.95962444917663,51.0,3562.0,3.1939784524597603,4.0,1.926377889249581,527.0,31.0,82.21083943158862,48.36581125210983
Vietnam,489.32910831297977,13.0,1194.0,1.5225221168921506,2.0,2.0343388717558746,78.0,98.0,72.62396874724357,81.11855847161009
Germany,81.39778870567716,27.0,1177.0,4.945659400041272,2.0,0.6220777738263406,859.0,68.0,71.72193833962054,26.10884377297542
Germany,329.7978993699173,0.0,580.0,4.831360655569615,2.0,3.774768151454371,1300.0,72.0,21.10913670576126,1.7129615036530321
Vietnam,16.403925181648997,58.0,1302.0,2.635386225364989,5.0,3.9602447644827583,1393.0,43.0,84.92426745353973,42.49961355018431
Germany,209.4109087763164,43.0,3643.0,2.9509238769936554,5.0,1.5545676293344144,77.0,38.0,80.75642299388525,50.603794578725825
Vietnam,161.4998655565678,49.0,3973.0,2.452593314295708,3.0,4.212379689904659,1097.0,28.0,81.05239790428193,32.90648946818854
USA,197.19207249231508,55.0,572.0,3.602720230684222,3.0,2.8091438943420606,773.0,88.0,61.59401082201885,27.597257175401406
China,254.05789893882567,15.0,3392.0,3.797221687374547,3.0,2.597258545247516,1332.0,58.0,50.87219811778532,34.97105807535844
Germany,304.18375074691573,36.0,2036.0,3.141549457152203,4.0,2.380485788122776,705.0,78.0,70.6091761036212,54.95326279234109
Mexico,295.920558949207,20.0,3454.0,4.697204247541562,1.0,3.174371639701551,63.0,18.0,40.0123463259929,20.887895222548433
Mexico,319.04969835934537,50.0,2400.0,2.3867534456230275,3.0,3.012867824698096,353.0,65.0,69.37517679535584,43.46446180625654
Mexico,423.82836445135734,13.0,4889.0,2.040233398798387,2.0,3.7572898538182486,1310.0,16.0,60.768088142749434,55.8986722998399
China,444.49140625117917,42.0,1423.0,3.6226940836213792,5.0,2.6441877132110077,973.0,70.0,66.86767017251964,40.277720434689996
Vietnam,371.2526472747908,16.0,1150.0,1.650322824912203,2.0,1.5618201799503164,1143.0,29.0,87.38406728189234,75.91344784215542
Vietnam,48.68169903295796,53.0,299.0,3.3089320974343006,3.0,1.1415570147798682,261.0,28.0,83.78282084225916,39.24580248505263
India,481.03327183986784,14.0,157.0,2.293140238424726,2.0,1.3862774970372094,1000.0,82.0,63.94186067084243,71.42477548263123
Mexico,474.2250623100527,47.0,4225.0,1.5492580179428708,2.0,2.0503839419176746,577.0,0.0,100.0,84.34012052536532
Mexico,358.7348593272233,30.0,4931.0,2.265852897600368,1.0,4.725845229900718,837.0,97.0,63.66874543641415,39.190603489461495
Vietnam,263.54514498694266,45.0,549.0,1.8101657842599268,4.0,3.636112867970707,1209.0,45.0,80.12189366684368,52.683250296673236
Mexico,132.80299558458717,59.0,1174.0,3.517970775551922,5.0,2.3978662617514197,1216.0,25.0,75.02387055411876,34.757980144100884
Vietnam,380.61205835444923,48.0,2076.0,1.2068561871359615,5.0,1.20675297289998,280.0,92.0,100.0,80.25023359166745
Vietnam,440.1514875709817,35.0,495.0,4.27334442168574,1.0,3.8006328803703293,856.0,94.0,47.85455754179232,12.439865624103623
Germany,335.94192443606954,13.0,1080.0,3.3369704439907633,5.0,2.4129585221676795,289.0,7.0,59.08668376336272,41.80461579528968
Vietnam,318.24559010226767,35.0,200.0,4.428285127317022,3.0,3.9633694986636208,90.0,83.0,55.645485969807794,11.128207702764795
USA,104.57230523958722,26.0,3854.0,1.6410911535112613,4.0,4.191250533956142,675.0,5.0,74.50584468753601,44.9458371450932
USA,185.32029621815292,2.0,3905.0,2.8889088519320403,2.0,3.1388279750071404,492.0,64.0,54.66556053931218,39.99565128935436
USA,364.33674879593093,35.0,1244.0,3.671766986779736,5.0,4.162171629623377,888.0,13.0,55.80544898805965,24.540468843129492
USA,18.280382037099464,53.0,4944.0,1.583311518578073,1.0,3.1071460151276264,36.0,28.0,93.02349633839322,59.996418577682725
China,324.2194958225542,5.0,3661.0,1.0557877127334034,5.0,2.7770766528699955,986.0,88.0,80.07847166054724,77.20112624288163
India,385.66844749502155,26.0,3790.0,4.772053598158047,2.0,3.9514444009585876,1004.0,19.0,32.1766624630698,0.0
India,174.005198272683,21.0,4833.0,4.123001950361539,3.0,2.3745163767377457,799.0,15.0,47.46629871494968,28.94669403332114
Vietnam,47.32220690838663,21.0,913.0,4.128831273143664,5.0,3.293624897745243,1241.0,82.0,47.22470824382553,22.460417948964164
Mexico,411.3684956531593,35.0,1508.0,4.682088546938322,4.0,2.2302160554289854,60.0,65.0,60.59291469224054,25.670312542921
USA,79.50004644766115,31.0,1852.0,3.312487186612067,4.0,4.7168635565018775,204.0,90.0,60.99647745308398,17.372078968165123
India,191.69254192518903,26.0,1830.0,3.5662351895945177,1.0,3.6792434140006596,1401.0,79.0,62.85716917387821,32.29491952011752
India,356.5545114832122,6.0,774.0,1.8359270512063017,4.0,4.4208737520704995,1264.0,14.0,45.41372057926953,52.52702133445823
USA,410.3231339492025,38.0,86.0,2.8815294970027017,2.0,2.87054166913256,816.0,61.0,71.29181698255479,50.13127151536551
China,432.5671400593728,49.0,379.0,1.6303691988488773,5.0,4.4900457917585435,382.0,59.0,83.93839060104006,56.4844119405417
China,269.9044238894466,11.0,4211.0,1.3954008610152462,5.0,2.98562683877022,1079.0,65.0,71.98561254549277,64.1410034394276
India,243.17713126337412,15.0,1870.0,2.021306030063848,1.0,3.8967692692599267,676.0,23.0,66.20778656453463,51.17742165998503
China,425.6754657388346,37.0,2468.0,2.8380543889619907,2.0,3.8549655746350857,1400.0,79.0,66.03329035053791,37.41580290199965
Germany,285.9077765732609,4.0,215.0,3.552979906750643,2.0,0.8953731883131797,58.0,40.0,65.7623637874054,52.87702564098639
USA,293.53885692346324,41.0,2911.0,3.0173095747786993,4.0,2.1557393000326153,964.0,5.0,70.95068443993894,60.222327793290134
India,222.64695031696235,48.0,3862.0,4.577819620087525,1.0,4.954077456959707,1367.0,11.0,51.07969115447413,5.4800656190817065
USA,192.6788462413094,34.0,928.0,2.307361717693096,4.0,1.4634981220547973,113.0,29.0,84.15788305002665,65.24374487073189
China,245.46502007201624,8.0,204.0,4.387248551407906,3.0,2.111370410415944,406.0,44.0,41.65926612973077,18.43514026541709
USA,188.77527191110235,28.0,2717.0,2.7428804165379326,2.0,4.899919839745816,443.0,75.0,45.109019284851875,33.58556311208632
China,178.3377604849269,26.0,996.0,1.552111893148422,5.0,1.9900640683378152,219.0,27.0,95.31860792591984,63.62023942829006
China,496.895527583868,56.0,395.0,4.463357770047361,2.0,4.209986662882865,44.0,63.0,63.25776642079249,6.461473117974488
USA,174.74461209520555,31.0,1617.0,2.9572319793522572,1.0,2.4544749863064457,270.0,4.0,71.15236588474669,54.2781992249613
China,135.62803629100688,9.0,3027.0,1.5601185068269392,5.0,4.704569553996907,447.0,26.0,55.10336739876828,47.966081668583655
Germany,183.42280402288702,24.0,332.0,1.7526345945015032,1.0,3.1963376982096996,528.0,10.0,85.25120412890044,58.426044943713975
Vietnam,299.482856911692,58.0,1925.0,1.2887214232238722,2.0,4.8731876511977275,880.0,83.0,96.65782317511044,57.3131070199283
USA,456.3853384453509,41.0,433.0,3.576889216180996,2.0,0.9982382725931511,1254.0,50.0,,62.632556404827795
Vietnam,396.05348259690294,52.0,4995.0,2.452598999165785,5.0,1.7183409954404865,1050.0,96.0,98.05946384163526,60.75053322587072
USA,422.6981581470937,37.0,2920.0,4.865674330148316,4.0,3.1919722069255614,1314.0,46.0,50.103576646920224,17.212228613197226
China,430.9142192350903,24.0,1227.0,3.153739965323843,4.0,1.0094406951239234,268.0,1.0,73.52676196829954,59.77136501337504
China,461.058914258965,3.0,1907.0,1.9817924093824968,3.0,3.836878066202341,1121.0,74.0,56.61210535159985,57.16900781530647
India,125.18490412535114,42.0,1988.0,3.355601693174537,4.0,4.6949141099702105,969.0,65.0,65.13347443661903,18.473670744911445
Germany,234.5993552083434,51.0,4403.0,4.906832703530142,1.0,3.369663855877416,680.0,91.0,51.12588164721938,9.714623795855886
India,198.74685662245878,59.0,590.0,1.0925265017972348,5.0,3.653723811201118,1161.0,39.0,94.89042488280501,68.86081219951436
Vietnam,197.11972736061523,40.0,3403.0,1.6793514028603096,4.0,1.2059177754108334,640.0,70.0,100.0,70.12338173089579
China,329.6189893340706,43.0,4557.0,4.712621917867924,2.0,3.3748735736482844,935.0,48.0,53.93736781046913,18.47397629380893
India,206.88349955569424,22.0,1751.0,1.0982309104977688,3.0,2.4564800432278484,1382.0,81.0,90.98522019808766,70.25601499149371
China,312.0018498994298,53.0,3311.0,4.853391651740926,4.0,3.893529598960767,553.0,74.0,54.87403872279498,9.673389886105621
USA,197.31688822662582,9.0,4059.0,3.511297797571263,2.0,1.8775321494893782,265.0,37.0,57.15491867185181,39.92669443855754
India,162.45280953496726,5.0,3953.0,1.9266926731917233,3.0,3.4906377527518013,8.0,91.0,67.39117034416638,56.203211890866164
Vietnam,183.00781743715856,12.0,4448.0,1.3587382684512952,2.0,0.8476546588617153,969.0,74.0,74.66153384493788,80.86083090350549
India,403.8409574467423,30.0,972.0,1.416532859479163,1.0,1.8975642483570176,657.0,32.0,84.2626644027899,79.61597323079735
China,304.5150077521566,4.0,2767.0,4.351008909578537,4.0,3.196902987004094,633.0,59.0,31.42181232184062,19.129093376473513
Mexico,487.2588891781411,59.0,3037.0,4.285720622576273,4.0,3.070400965648469,1279.0,6.0,68.94474260032665,20.396121132160737
Mexico,418.001550926069,58.0,4352.0,4.335459520056567,3.0,3.121658538309646,939.0,83.0,64.42412997441821,24.366294166124913
Germany,248.03249808368017,3.0,539.0,4.842579866611848,1.0,2.595166799613443,571.0,72.0,43.256138447045586,13.415025425220188
China,128.7644041960972,2.0,734.0,2.562370246651733,2.0,3.221979788472835,157.0,91.0,41.13526946163649,37.40929764626202
USA,340.21546461302114,29.0,4707.0,4.663356335712672,4.0,1.762261296088656,413.0,94.0,56.10380345856669,22.10997895876231
India,366.0565533828485,22.0,364.0,1.6460172731889862,1.0,2.510113532312425,1191.0,39.0,83.38108933596321,64.30553326591148
Mexico,237.4462300980599,36.0,4033.0,4.756799811597889,5.0,1.211293471928173,313.0,64.0,46.6485459972555,31.808249544368262
USA,122.66184488123845,17.0,310.0,1.9746054614867,3.0,2.09553107245863,408.0,75.0,82.4379899855656,59.533909575050856
China,283.0467757529999,34.0,2665.0,2.632023466480824,2.0,3.466910864716388,1247.0,62.0,70.36614761000834,38.870152657606326
USA,134.37633365612885,4.0,4452.0,3.0614229039405467,5.0,3.045015094187063,544.0,77.0,42.300811373884095,37.552179562666275
China,470.59917563891446,40.0,4225.0,4.212724983600775,3.0,0.6617303481045871,1403.0,12.0,63.77650921252075,48.899240294942466
Germany,318.1532815365225,27.0,4771.0,2.5571364648222352,5.0,3.6798195042221304,1364.0,39.0,62.36466725384521,44.63004558339306
India,153.04617121791526,37.0,2717.0,2.366239027027362,5.0,3.1850553048416437,343.0,68.0,74.6245017633893,47.737289820509766
USA,115.70803728391704,46.0,243.0,4.931115583770286,1.0,2.256034720446002,1192.0,46.0,63.36601937654107,17.915595581274832
India,361.19440885870927,58.0,2529.0,1.2983272513458877,4.0,3.194063219516981,927.0,59.0,100.0,59.1483656993287
USA,356.8187073184589,17.0,2979.0,1.102356186146582,2.0,0.7684052968161579,704.0,20.0,97.82374376332952,83.23697701219695
China,302.5947934392017,7.0,3095.0,1.2267686678401564,4.0,3.8880985223053552,1154.0,7.0,74.71760732170448,64.37162085745415
China,311.0075023378185,11.0,4725.0,4.656764051938248,1.0,3.2339700733667267,551.0,87.0,38.109214767865964,10.332621148778792
USA,305.8958113845553,29.0,2176.0,1.9311346776900673,4.0,1.5875206783177598,836.0,98.0,86.64380982889091,66.51239924219881
Germany,186.45068893715342,21.0,2583.0,1.1747819592552649,3.0,0.6035581689701962,753.0,71.0,96.08473874244449,96.7467446399964
China,469.333060903662,5.0,4372.0,3.9150525209576528,1.0,3.3684423922552806,646.0,66.0,28.94044033610733,26.17811764386911
Vietnam,244.8464474888297,29.0,2764.0,3.5617248413907174,3.0,4.4124070265129935,597.0,72.0,45.021544624270696,21.822988328481426
Vietnam,19.960671071339014,7.0,101.0,4.166986765521508,1.0,1.0150801067839688,220.0,61.0,47.02590983465251,39.66694212143964
India,180.69705777027943,54.0,1654.0,3.094881808417564,3.0,4.5345774346561285,1290.0,56.0,59.857576643150416,20.324055932299775
Vietnam,73.83846353732376,46.0,3257.0,1.708588980874909,3.0,4.266540600226427,1015.0,69.0,91.09346240146688,39.947536009328644
Vietnam,188.0580576134629,47.0,2994.0,2.1624145863145716,2.0,2.6381885772534157,342.0,59.0,81.64822304310555,58.0575459779909
Germany,308.048617667509,28.0,777.0,1.244784971253825,5.0,2.2401716887862895,643.0,95.0,95.54786471614996,81.81115771087549
Germany,21.105592515742813,30.0,2033.0,3.815403461287715,1.0,1.558127915809315,1049.0,4.0,58.465727317939056,36.33516944488411
Mexico,436.3982603016555,4.0,4428.0,3.5906768036128773,2.0,0.7738950045174326,1073.0,47.0,48.75552568697077,53.85745424631996
Mexico,309.05146804940597,10.0,367.0,3.722468181821297,2.0,1.734633145866833,679.0,24.0,62.25749445029111,48.167307294857444
Germany,154.73221936690743,56.0,3029.0,4.910567427654339,5.0,4.187536931826504,390.0,0.0,43.534398190153745,3.0282695611209487
Mexico,162.490535222898,16.0,4610.0,1.2408237985306534,3.0,2.668033619767618,589.0,38.0,76.27595450688563,65.97129640828398
Germany,238.1774064929139,12.0,763.0,1.2603091809410025,5.0,0.6980104806210742,1394.0,82.0,77.35257466254117,87.09172014451809
Mexico,131.5649849408788,19.0,1791.0,3.95355350128393,1.0,2.840122428164663,916.0,16.0,60.183214514543934,23.26844194559064
China,12.127544602863647,30.0,3866.0,4.891046989910809,2.0,3.7955867324743617,81.0,16.0,32.22698158128465,3.0650428310348277
Germany,23.01314960783897,25.0,899.0,3.170865536131419,3.0,3.8924274606496474,732.0,50.0,63.24561422155402,32.29376756937522
India,185.29292926628975,27.0,1440.0,4.2507774250658,1.0,4.331297137853725,602.0,52.0,46.986094259767825,12.674632457734443
India,70.86862153821806,58.0,4010.0,3.437551559168847,1.0,3.7403969803819646,1376.0,74.0,69.75225706867663,17.549665536509703
Germany,20.958200577070123,24.0,2974.0,4.729582312968889,5.0,0.5355127294988448,98.0,28.0,50.778134503120086,31.584338554779595
Vietnam,431.04194231707174,47.0,4644.0,1.7984838614611758,3.0,2.377793065837484,371.0,68.0,96.36354381402488,65.87329569399814
India,144.32728368499806,17.0,3918.0,2.4484221919244713,1.0,2.0093820621349057,1020.0,68.0,82.76827732214703,56.16056182565027
Vietnam,256.5300628117326,44.0,1892.0,3.4510056994820224,5.0,2.5490292355846513,609.0,73.0,83.15672115708296,42.57872153195827
India,97.91045125389535,31.0,4865.0,1.7944773352538586,1.0,4.0672906922206185,441.0,87.0,79.08840256566022,48.8010935799444
USA,32.895236399443505,28.0,3761.0,4.3365864904920635,1.0,0.6721086866387591,773.0,95.0,65.89305605342811,31.868082682655018
USA,374.9844867494049,2.0,3098.0,4.191695728178162,1.0,3.522573555191156,363.0,81.0,33.598698497614386,23.4353586041702
Germany,71.22885877692387,34.0,1229.0,3.8757809495007507,3.0,2.3283688736807786,699.0,25.0,67.88928530914643,29.784748828824668
India,22.60128217779274,37.0,2839.0,3.4804203815120727,3.0,4.993099850811339,1135.0,27.0,44.87954879674207,5.647998668939922
China,297.74286084907084,14.0,3682.0,1.8768074721221284,3.0,1.812321026252745,121.0,61.0,70.48781706026895,69.83507836989713
Vietnam,16.599110486510295,50.0,2871.0,4.479997280252387,3.0,2.7040502313516104,644.0,14.0,54.119519572965416,16.96057950593045
India,223.78011295705758,2.0,1313.0,3.3102787445395028,3.0,4.762597189554073,723.0,42.0,33.52310569785939,26.81283617269917
Germany,151.52966375412993,20.0,2640.0,1.8476167758796542,4.0,1.2448111158684034,1041.0,96.0,92.23455071143695,66.77585281347011
Vietnam,166.5148126194989,2.0,2720.0,3.9476845406693846,2.0,3.090388816000829,1249.0,70.0,38.05707403245604,28.510234380135635
Mexico,11.910531125874591,52.0,4862.0,1.1266962186911376,4.0,3.309208586434373,1050.0,30.0,93.97458773023737,58.755767670924165
Germany,482.5295793875697,34.0,4000.0,1.8721077354680813,1.0,3.2857566343308218,396.0,95.0,81.83806177505227,64.31873404670026
